Variable,Measure,Country,Year,Deaths,Population,Total Deaths Percent
Liver Cancer,Number of total deaths,Bulgaria,2012,678.0,7305888,0.009280186063624298
Liver Cancer,Number of total deaths,Bulgaria,2013,661.0,7265115,0.009098273048671631
Liver Cancer,Number of total deaths,Bulgaria,2014,679.0,7223938,0.009399305475766818
Liver Cancer,Number of total deaths,Bulgaria,2015,676.0,7177991,0.00941767689594484
Liver Cancer,Number of total deaths,Bulgaria,2016,675.0,7127822,0.009469933452322462
Liver Cancer,Number of total deaths,Bulgaria,2017,676.0,7075947,0.009553491567983763
Liver Cancer,Number of total deaths,Bulgaria,2018,664.0,7025037,0.009451907513084985
Liver Cancer,Number of total deaths,Bulgaria,2019,715.0,6975761,0.01024977776618207
Liver Cancer,Number of total deaths,Bulgaria,2020,690.0,6934015,0.00995094472682854
Liver Cancer,Number of total deaths,Romania,2012,2760.0,20058035,0.013760071711909965
Liver Cancer,Number of total deaths,Romania,2013,2815.0,19983693,0.01408648541588384
Liver Cancer,Number of total deaths,Romania,2014,2961.0,19908979,0.014872686339163853
Liver Cancer,Number of total deaths,Romania,2015,3059.0,19815616,0.015437319738129765
Liver Cancer,Number of total deaths,Romania,2016,3126.0,19702267,0.015866194484116983
Liver Cancer,Number of total deaths,Romania,2017,3055.0,19588715,0.01559571416501797
Liver Cancer,Number of total deaths,Romania,2018,3178.0,19473970,0.01631921996387999
Liver Cancer,Number of total deaths,Romania,2019,2840.0,19371648,0.014660600894668332
Liver Cancer,Number of total deaths,Croatia,2012,515.0,4331595,0.011889384857079206
Liver Cancer,Number of total deaths,Croatia,2013,537.0,4308854,0.012462710502606958
Liver Cancer,Number of total deaths,Croatia,2014,491.0,4283972,0.011461326077761479
Liver Cancer,Number of total deaths,Croatia,2015,494.0,4254815,0.011610375539242011
Liver Cancer,Number of total deaths,Croatia,2016,535.0,4223751,0.012666466370768542
Liver Cancer,Number of total deaths,Croatia,2017,493.0,4192467,0.011759186178448155
Liver Cancer,Number of total deaths,Croatia,2019,497.0,4129752,0.012034620965133015
Liver Cancer,Number of total deaths,Croatia,2020,487.0,4096869,0.011887126486104389
Liver Cancer,Number of total deaths,Argentina,2012,1934.0,41733271,0.004634192225191263
Liver Cancer,Number of total deaths,Argentina,2013,1851.0,42202935,0.0043859508823260755
Liver Cancer,Number of total deaths,Argentina,2014,1826.0,42669500,0.004279403320873223
Liver Cancer,Number of total deaths,Argentina,2015,2003.0,43131966,0.004643887551984066
Liver Cancer,Number of total deaths,Argentina,2016,1870.0,43590368,0.004289938547892048
Liver Cancer,Number of total deaths,Argentina,2017,1985.0,44044811,0.004506773794533935
Liver Cancer,Number of total deaths,Argentina,2018,1901.0,44494502,0.004272437974471542
Liver Cancer,Number of total deaths,Argentina,2019,1922.0,44938712,0.004276936108004163
Liver Cancer,Number of total deaths,Argentina,2020,2031.0,45376763,0.004475859152844376
