Variable,Measure,Country,Year,Deaths,Population,Total Deaths Percent
Lung Cancer,Number of total deaths,Bulgaria,2012,3594.0,7305888,0.049193198691247386
Lung Cancer,Number of total deaths,Bulgaria,2013,3624.0,7265115,0.04988221108681694
Lung Cancer,Number of total deaths,Bulgaria,2014,3485.0,7223938,0.048242385247492435
Lung Cancer,Number of total deaths,Bulgaria,2015,3452.0,7177991,0.04809145065799052
Lung Cancer,Number of total deaths,Bulgaria,2016,3354.0,7127822,0.04705504710976228
Lung Cancer,Number of total deaths,Bulgaria,2017,3362.0,7075947,0.04751307492834528
Lung Cancer,Number of total deaths,Bulgaria,2018,3340.0,7025037,0.04754423357485519
Lung Cancer,Number of total deaths,Bulgaria,2019,3480.0,6975761,0.04988703024659245
Lung Cancer,Number of total deaths,Bulgaria,2020,3464.0,6934015,0.04995662686048415
Lung Cancer,Number of total deaths,Peru,2012,1849.0,29749589,0.006215211914356194
Lung Cancer,Number of total deaths,Peru,2013,1778.0,30038809,0.005919009638497985
Lung Cancer,Number of total deaths,Peru,2014,1804.0,30353951,0.005943213125698199
Lung Cancer,Number of total deaths,Peru,2015,1745.0,30711863,0.005681843527369212
Lung Cancer,Number of total deaths,Peru,2016,1503.0,31132779,0.004827709084370527
Lung Cancer,Number of total deaths,Peru,2017,1705.0,31605486,0.005394633070980146
Lung Cancer,Number of total deaths,Peru,2018,2026.0,32203944,0.006291154897052361
Lung Cancer,Number of total deaths,Peru,2019,2236.0,32824861,0.006811910033678436
Lung Cancer,Number of total deaths,Peru,2020,2099.0,33304756,0.006302403176291099
Lung Cancer,Number of total deaths,Romania,2012,9920.0,20058035,0.04945648963121262
Lung Cancer,Number of total deaths,Romania,2013,9973.0,19983693,0.04990569060483465
Lung Cancer,Number of total deaths,Romania,2014,10188.0,19908979,0.05117289038277654
Lung Cancer,Number of total deaths,Romania,2015,10361.0,19815616,0.052287044722707586
Lung Cancer,Number of total deaths,Romania,2016,10237.0,19702267,0.05195848782274649
Lung Cancer,Number of total deaths,Romania,2017,10256.0,19588715,0.05235667576969699
Lung Cancer,Number of total deaths,Romania,2018,10082.0,19473970,0.05177167264815546
Lung Cancer,Number of total deaths,Romania,2019,9803.0,19371648,0.05060488400367382
Lung Cancer,Number of total deaths,Croatia,2012,2790.0,4331595,0.06441045388592423
Lung Cancer,Number of total deaths,Croatia,2013,2802.0,4308854,0.06502889167282067
Lung Cancer,Number of total deaths,Croatia,2014,2827.0,4283972,0.06599016053326212
Lung Cancer,Number of total deaths,Croatia,2015,2821.0,4254815,0.06630135505303991
Lung Cancer,Number of total deaths,Croatia,2016,2866.0,4223751,0.06785437872639746
Lung Cancer,Number of total deaths,Croatia,2017,2994.0,4192467,0.07141380003706647
Lung Cancer,Number of total deaths,Croatia,2019,2874.0,4129752,0.06959255664746938
Lung Cancer,Number of total deaths,Croatia,2020,2819.0,4096869,0.06880864386925722
